,text,sentiment
213794,"going to have some wine now i think., going to watch some little britain i think tonight. I am working tomorrow also ",negative
889574,@LaurieDasta I think so =P demain je te repasse MS et je te passe Hey Monday ,positive
1179946,@sianhughes_ inddeeeeeddooo  What will they be signing though? They always seem to change it when I get there aha ,positive
1538866,"besides pachas madness, the lakers  won last night-woohoooo-im so glad i stood my ass home with the hubbers-we had a safe quiet night ",positive
561506,T-pain   fangs for the kind tweets y'all kx,negative
793603,wants to go to the All Time Low gig in Toronto on July 15th.  @AlexAllTimeLow why are you only in Toronto ON once? ,negative
250328,@NickTheSloth same. And I've been out most of the day!! Revising soil is soo unbelieveably boring! ,negative
1374582,@gmah88 Infrastructure Analyst for Finning.  I do wish I got to travel a lot like you seem to be ,positive
404067,@alfaye Aw  GET OFF TWITTER AND GO TO BED WOMAN! *nudgeprod*,negative
222610,@honorsociety everytime you guys go live on saynow it doesn't work for me! ,negative
589608,41 minutes until my birthday is over ,negative
448843,Miami Police looking 4 a serial cat killer in Palmetto Bay area... today found 2 more cats mutilated... how sad ,negative
629107,really bored. and now i'm not sure if the sleepovers gonna happen  Sadness!,negative
1148909,I got a pearl necklace  and like a fafillion dollas,positive
1343276,Just starting out ,positive
817829,@EliseHiggins  same here! Talk with you soon I hope ,positive
763631,@dana_wilson doesn't sound too promising.   #HouseofGems,negative
1324569,@AngMoGirl same here. That's why I came back early to take a nap. ,positive
292156,@DJStella stella sorry if i disturb you but plz follow me!! ,negative
478957,is seriously considering AA and has the monday blues!!! ,negative
959200,@KirstyWood err Ian watkins is following me  appy?,positive
317005,@AugustaAlerts if we could just maintain 70 degrees and fair all day......i see 92 on the horizon ,negative
276774,@niecylunn awww how is my little man doing? I really wish you guys could come to my house for the 4th ,negative
1289699,I love the milk im drinking right now ,positive
341097,@sausagesmcgee It will take a MAJOR change for the Lib Dems to be in a position to win. It's either labour or conservatives at the mo. ,negative
1440084,@_colleenanne hells to the yeah XD. well you can get one of cereals that just get soggy in the milk and eat that. ,positive
756041,I need my new phone! Grrrrr... I hate the razor... ,negative
1418695,listening to &quot;New Young Pony Club - Ice Cream&quot; ,positive
1040160,@noatishby I like the new picture.hag sameah ,positive
1209381,@AmericanWomannn I'm still here.   And you're very welcome. ,positive
523575,I was not the first phn call 2 my best friend to wish her a Happy Birthday  I have been the 1st 4 the last 10yrs,negative
877341,Cheetos Puffs. They make a good middle of the night snack. ,positive
770063,feeling lonely..missing my family terribly! ,negative
616325,Because we only have 1 shower and 1 car and I have to get Tommy to work by 7:00.  ,negative
1400134,@BonesFan021 HH said they start filming next month...around mid-July. we'll get new stuff pretty soon after I'm guessing. Can't wait! ,positive
3753,@revjesse Ahahah   if only it were hot enough!! I want to work elsewhere... like stacking shelves in some grotty shop ,negative
475464,  I wanted to sleep in this morning but a mean kid through a popsicle stick at me head. I wish I could fly away like those squirrels,negative
550554,savin up for a new ipod touch. darn rents won't buy it for me ,negative
675086,... and that was still allowed to be posted! Now i don't know how to contact our lovely LJ fans ,negative
104813,Celtics will win tommorow I am normally correct p.s I will not take nap to wake up like I did this last game in the 4th qt  GO BOSTON .!!!,negative
305832,mmm...see last night the New Moon trailer...and i imagine everything diferent is gonna be kind disapointed ,negative
867379,@AmyElectro Is today still on or not? if you don't feel like it today don't worry. Just let me know as soon as you can ,positive
366728,@ hates wheb cultures clash esp. when it involes the asian culture and asian american culture ,negative
811378,Note to prospective students of Bill's and Sharon's courses - their tests have got to be the most challenging on the planet...  #qm09,positive
72505,"&quot;this&quot; employee of LTBP cant sleep.   But, I will probably get flack about it tomorrow.  Oh well.",negative
1250435,Is finally finished her degree ,positive
973530,"@stevenc1015 i picked a really shitty weekend to run out of coffee, it turns out ",positive
1126536,blog looking slightly more awesome peep it  follow me http://bit.ly/dGiqs,positive
25897,"Ouchie, my head ",negative
943101,"Buenos Dias Amigos! I'm taking my dogs for a walk, then I think I'll go to the gym. and then....no and then. ",positive
584184,wow that nap was needed n i feel good! But i'll prolly be late 4 class ,negative
582582,"Watching #sytycd, but can't tweet because I'm editing my revisions from today. I'm a naughty, naughty writer. AND I missed my hair appt. ",negative
819655,@sparkica MGM yell it is. Brings back some memories. Damn I'm old ,positive
717261,still doesn't feel good.. ,negative
909386,Dinner with the parental unit is always grand ,positive
1564144,http://twitpic.com/7inw8 - i finished the frames! its all about all time low and the maine ,positive
1204391,@karenplusone  im loving the intergration of you in the la twitters  ,positive
443357,@johneedge Hi and welcome...poor you  hope you enjoy the experience but God help you...Jenni is prolific at tweeting!,negative
1535521,waking up to the mexico heat ,positive
976617,I'm having so much fun at Adriana's party! I love her so much. I'm glad she's so local! ,positive
704885,stoning is so inhumane. it disgusts me I wish there was no such thing ,negative
75345,"i feeeeel siiiiccckkkk ! can't do anything, i feel like dying  cant read to any test or do homework. i feeel like crap",negative
698688,"Ugh, so bored today! ",negative
582253,"Gordon was doing well around the apartment, but then he sprayed Christine's bag. ",negative
870344,awake wayy too early. dang bamboozle!!!  cya @ beast attire tent folks,positive
1215917,@Moonsinger LOL! No you don't! ,positive
1429441,"@Joan_Rivers You crack me up, Joan. I am going to call you &quot;Queen of TellitLikeitis&quot;!! Do not EVER change   ",positive
1571606,@alfaromeovictor jealous. And impatient ,positive
1432271,Change the momentum! His tie is cute ,positive
1342521,@DDLovato Hi I Just Wanted To Say I'm A Big Fan Of Yours. I Think Your An Amazing Artist And Your So Pretty! God Bless You Love ,positive
1248913,@petewentz definately!! That's like my favourite song off the album ,positive
1016431,my #firstrecord was Devil Gate Drive by Suzi Quatro - about 1972/73 I guess. Always liked girls n guitars ,positive
1581934,@jaydems i shall go see if its playable ,positive
542321,Please don't let this turn into a migraine  way too much to do tonight,negative
1063317,@mileycyrus - I looovee youu soo much.&lt;3 xoxox I will meet you.  i come from Germany... ;),positive
917007,@aewang he didn't know there was going to be a test ,positive
1151138,@jodimba just watch your drinks CAREFULLY ,positive
183320,In what world does strike 3 mean run to first base ,negative
1225256,@nell_xo nice. Although Orion would be more of a constellation ;-)! I've donned the flip flops and am sat outside sunsoaking ,positive
1487251,@CodyDaigle Thanks much ,positive
1147660,i have vip passes  @ashleegoodman   (Your Source To JONAS' Live Chat live &gt; http://ustre.am/3dpp),positive
1201554,great weekend with the hubby ,positive
1323254,"@trevward thanks for asking trev ,,, u got a heart of gold ",positive
1199197,my garage smells like a leather jacket  is it bad that im turned on by that? that explains my attraction 2 guys who ride hogs.,positive
1423486,"OMG OMG OMG, I just met and took a picture with Michael Emerson! (Ben from Lost!) ",positive
1084800,@ooohalby 2 appetizers (not on the menu). 2 salads.  Filet mignon. Baked potato.  Creme brulee. 4 cocktails ,positive
1055080,Shower. Check. Hair dry. Check! Dancing and makeup. In progress  im in a fantastic mood!,positive
825109,goooodnight is about to head to bed ,positive
1583385,"@m_hardwick You are still crazy, it's Twitterific on the Mac. Hmn. I wonder why it's not putting in the reply to tag. ",positive
1004476,Heading to Ryans basketball and sitting in the back of the ute with Ash and Dani laughing our heads off ,positive
665663,@clau76 hahaha. i miss the SDC chats ,negative
532943,my wife (Shoplooker) said I get a cold yesterday and i shouldn't twitter in english - hmmmm maybe she have right ,negative
1336859,@hollysaide hey Holly thanks for the follow im also following you back ,positive
892173,@S_dott Hey! Check out my #PhotoFollows 4 today! http://twitpic.com/4ijje (#PhotoFollows is Every Sunday now...Play along!) ,positive
382708,"Beside  trying to figure out where to put my vote tomorrow, IÂ´m trying not to loose my dream ",negative
654586,"is off to work, to be miserable there....yippie ",negative
1362194,@SusanANichols Thanks for the support! ,positive
688437,"@Tonyf9685 i miss u, today , i so busy . haven't time to talk to u, boring  , d u sleep yet",negative
397180,Oh! Really wanna see taking back sunday with @joanners ,negative
486054,still tryin to write a song  grrrrrr,negative
1193080,@AfricanoBOi lol its not a secret anymore ,positive
454113,@vikkiprattles My brain is not working today ,negative
988183,@snark Pls explain ,positive
46561,"@jollyrainbow if i never score in this exam, sze will take back the purse ",negative
586332,Bummed!! Wish all I had to worry about was how much profit I'm going to make this month!! ,negative
600829,Just reading that T-Mobile in NL won't increase the current up/download speed of 2048/384 kb/sec when introducing the new iPhone 3GS ,negative
188424,aww honey ,negative
1193615,@evergreent Hi Mister Green!! ,positive
692904,feels  :'( (tears) Argh! http://plurk.com/p/12g2pc,negative
1038068,Late night workout  *love it* and off tmrw.yay!,positive
1473638,Sitting at Steph's house. Waiting to go to OIP and then Nic's baby shower. My mom and I made a baby quilt for Nic ,positive
1128158,"@jeff_gluck http://twitpic.com/69uk2 - Awsome.  If kids can lift them, they might have future as super heroes. ",positive
72380,ahhhh I want to go to sleep so bad but so much to do ,negative
1205636,uhhh. whats going on on MTV movie awards???? wth? this song is weird. but it just ended ,positive
461011,@swilliamsaz  I can't see the link here...Damn you websense!!,negative
854298,im eating a cheese burger and a thick shake  ,positive
222558,@hawkster damn and i couldnt make it  going to a after party?,negative
276034,checking for new tweets... busy hubby with no time for tweeting ,negative
298209,Sittin here bored ass shit at wrk.... ma tummy is hurtin so bad ,negative
1475608,@SSjUmi yes thats always freaking hot  but now it's something different: http://bit.ly/T4dWR,positive
1595063,is enjoying the sun ,positive
1540910,@em_dilem I'll think of some too ,positive
1582352,uuupp  so tired. chemistry exam tomorrow ....poo,positive
1180809,@xsimonexXx  hehe thanks ,positive
335975,Morning! On mi way to school... ,negative
649142,@saschasegan Oh no! I was looking forward to a bit more bounce in my ipod'a step.  ,negative
1270870,drinking some cold sunny D it is good !!!! ,positive
640011,work  im gonna cry.....I WORK TOO MUCH!!!!,negative
914937,Making yet another attempt to attend church on a Sunday morning!  Looking forward to it y'all.,positive
555779,"@Skittleberry...lemme see if I can get away, BF not so happy with my drinking ",negative
829641,just had  a nice cheese omelet yes it 's  bad but good still waking up on my  2 coffee black one sugar ,positive
739800,No Lazy Sunday for me...have to work   At least I get paid $1 extra on sundays!,negative
878767,@almighty sal ,positive
950997,@heidimontag Ur Are The Most Stunning Girl On This Planet &amp; I Love You! &lt;3  Its Skye By The Way From Australia I Called You YesterdayD,positive
534190,http://twitpic.com/7ki51 - the least of the mess i have to clean ,negative
1356885,Rain smells good ,positive
733282,Lost my Blackberry. ,negative
685668,"Another gorgeous day, but another day that needs to be spent beating Silverlight 2 app into submission  Off for a haircut first though.",negative
1317742,"Another loooooonnnnnggggg day, the joys. Staying upbeat, staying upbeat! ",positive
747307,"working, working and... oh yeah working ",negative
684783,"Was thinking of going for Evam's An Idiot for Dinner. Apparently, the cheap tickets are all sold out. ",negative
906147,@animalhouse4384 All is well..That ends well! &lt; unless of course well times the power of three = the sum of ends if X being All ,positive
1157017,@robbcox Long locks (gorgeous + intact) just left to go sing actually.  Lotsa fun ,positive
569760,"@jazzymejiaonly nononoon  i alreaddy failed math, im not allowed to go back in that class, my teacher HATED me..",negative
1599651,"@ALOliver  ta for the follow!  hope you like your K-box gel audio speaker! Did you know that with a Y adaptor, you can play 2 at once!",positive
114695,@poopacino and i was rootin for ya! lol ,negative
1195232,Off to bed  G'night all,positive
995661,watching ep 4 of JONAS&gt;&gt;&gt;  http://bit.ly/PEQqg,positive
1463246,on facebook ,positive
843013,New hurr thanks to catey  loves it.,positive
966742,@emhen - You finish it? I take it it was satisfactorily wrenching?  (Someday I will watch it; I swear.),positive
187650,Angels lost again ,negative
1065878,"@SharonHayes  hold down the windows &amp; Pause Break keys, go to device manager &amp; look at network adaptors to see what wireless nic u have",positive
911419,@flybabymoni Well the one thing where you lay on the floor I couldn't do all of them....I'm very out of shape ,positive
1406226,@tammytibbetts Are you brunching in the Vil? I'm always on the lookout for recommendations in my neighborhood ,positive
868538,just got home.....tonight...AMAZING...; ) cant get any better then this ,positive
4554,@browserd i wish i was  stranded near Famï¿½es,negative
21492,@inaequitas Aw love- how you're not working yourself too hard. ,negative
984958,"@itsybtchyspider 2 hotdogs, chili/cheese nachos, kit kat, diet dr pepper ... i NEVER eat that much at once so bad for me but oh so good! ",positive
288615,Maybe I shouldn't have ate those hotdogs  tummy mad suspect now!,negative
999531,"bye the way...Got a NEW job, ",positive
1383226,@librans goodnight!!!! ,positive
1109767,@susanananananaa and you're welcome ,positive
465475,@12kyle yeah my heart was broken behind that lost ,negative
644108,wishes my bed was more comfy... SO  TIRED!!! i miss my man ,negative
1305956,"@denisejonasx3 lmao no prob! its so funny so far, lmao! Ounch!  &amp; the brooklyn badass aka paris! roflmao.",positive
492900,can't find the suspenders anywhere  I'll keep searching... needing to be entertained,negative
58036,@joshtastic1 got the chores to do *yawn* and food shopping....have no food! ,negative
1376053,@mileycyrus  hey miley and @ddlovato demi.  Beauti girls ,positive
517842,@euniqueflair oh.  my.  god.  I wish I could be there  I've always wanted to go to a VGL concert.,negative
223982,@christosap seriously...how bad was it? I have an appointment for root canal on 8th...I don't want to go! ,negative
1050436,@ThankASoldier your secret is safe with me...I often walk by a similar fence in my neighbourhood. ,positive
1122132,"@zegolf Not yet. I'll play around with it the next time I want to watch something with it.  And, congrats on your engagement or whatever.",positive
750089,"its my friday! 3 more pages to go, however, on my 8 page paper due tomorrow ",negative
479340,nathan really annoys me ,negative
583830,I could have been spending all kinds of money tonight but instead...I'm making it. Want those Diesel clothes however ,negative
874126,mmm... Alphabet cereal! I'm really kickin' it old school! ,positive
348983,@burlesquer http://iconfactory.com/software/twitterrific mac only though ,negative
1464673, lucky beggar you are @warothe,positive
792212,Gmail blocked by cmpany.. cant chat .. cant email.. very bad   ,negative
627451,"4 some reason, I can't log on EASports.com site. ",negative
1510578,@lxnthny lmao it's not very visible...chillax ,positive
1408568,@weirduncledave true.  You can live a lifetime in a weekend and still make it back for work on monday. I'm going to Atlantis after this. ,positive
1157273,"Morning Tweeps, Wow up far too early on a Sunday (30 mins ago) ;) and dressed too, incredible lol ",positive
699367,"Ugh...who volunteered me to work unpaid overtime on a weekend??  ...oh...wait, I did. Note to self: learn to say no! ",negative
481999,@khscott2 i feel like it's just gonna be a no...blowing meeeee ,negative
243412,"Month of June = giant diet. Just went running, and I can't feel my body  haha",negative
1241387,@StuckInLaLaLand Bahaha. I will!  But apparently JB stole his song called &quot;The Jonas Brothers&quot; It has the same exact words as Pizza Girl;),positive
623305,@witch22 I'm sorry ,negative
1355891,"@vicequeenmaria well then, it's a perfect NJ drink as well so let's both have one and meet telepathically ",positive
703552,"Got my nose pierced, what a painfull 2 minutes ",negative
17110,"@purplefl0wer I know.   I think natan and I are going to go get food, wanna come?",negative
103164,@ElementsOfJazz I'd never heard of Sidney Mnisis - Shame the player on the site is only 30 sec previews ,negative
20521,"Today I have to play music in two concerts, because of my lean to do something even on Sundays... ",negative
1115738,"@HeartMileyCyrus oh well thats better than bad i guess. i'm sherilyn, yourself? nice meeting you, btw ",positive
21743,"went through the script many times. Wish I was young enough to pass for 16, its a great script ",negative
604056,sooo tired! stupid thunderstorm kept me up all night ,negative
1164568,I feel so much better after this weekend  sleeping til I have to go to Siberia (yuck) for church.,positive
454418,@tredford01 it's looking like it will. ,negative
1287127,"#charitytuesday buy @twrrl's app, quiktweet. It's quick. Not much else. Great for those stuck-at-a-red-light scenarios.  $0.99 &gt; appstore",positive
1301890,"Gonna stack up on games this fall. Just like i did last year.  MW2, AC2, &amp; L4D2 â¥â¥â¥â¥â¥â¥",positive
1594051,"@CruciFire oh, ok. koi nahi. prob i'll b in mumbai faster than i know ",positive
1132294,yeah no bbq today but sixflags 3morrow ,positive
409457,Not liking the thunder and lightening  especially as Im all alone  guess they'll have to cancel the ball- rain and electricity?!?!?,negative
1295660,#goodsex is the perfect way to start your day. ,positive
889101,"@Joufy Totally forgot to tell you too; They had the Canadian Rockies in Wolverine last night.  Looked so, so beautiful of course ",positive
542627,my thumb hurts from playing mortal kombat  that game is serious!,negative
1065941,@howardberry  Oh chocolate yummy  I'll look at the pic cheers,positive
675560,@chelseabauer: my phone won't let me talk to people on the phone. i'm sorry if you called!  i didn't know and couldn't call you!,negative
444517,@Chaddiva hope you enjoy your day off! i just got here an hour ago and its dead! ,negative
1252417,@aplusk Haha...pretty good perks in your line of business. ,positive
208270,@Whoneedsit @HLCeder I did find an M by Madonna dress in great shape but it wasn't my size ,negative
1380360,All hail the Jellyfish crop circle! ,positive
1470707,@TINKerbell788 WOOOT! FULL SERVICE IN THE TDOT! LOVEEEE IT! ,positive
610033,I'm going to miss Sebastian's bitter Lilly-fueled rants. ,negative
847931,@iampotnotyou  let's not talk about her. such a waste of time.  hehe.,positive
1189934,soooooooo so so happy!! ,positive
141304,got a massive head ache  !!,negative
554378,i need more followers  this is my second day here please help me to get more huhuhu yeah!!!!1,negative
265847,@tractorqueen its not fair  mourning for south east asian blockheads..thx 4 share it with us gal,negative
1113598,"feel good!, because my family is happy and cheerful ",positive
369193,@RamboJohnson AWWWW NATE  that is so sweet. I miss you too and I love you.,negative
803384,I am watching my best friend Toms tv-show... pa tv3 ,positive
521111,@ultravi0let Mhmm  I know!!! It's cause I've hardly been online cause of the rehearsing I was doing. Aaaagh!,negative
896635,"@laurenabarlow My two sisters and I are Caspar's cousins, the sun doesn't tan us, it bleaches us! ",positive
614655,TODAY is a BAD DAY!!!!!!!!!!!!!!!!!!!!! Help me make it better please ,negative
1478351,"@doomsey, @nekosensei I don't view them as overpriced actually, my MBP is 39 months old and still works fine, more than a Dell can do! ",positive
518820,My throat hurts ,negative
1354775,Working on a spoken word piece about how I hate spoken word pieces. ,positive
101865,Woke up this morning thinking it was Friday!  But it wasn't.  ,negative
937574,@ericdlux I with you on that ,positive
1090952,@adambc82 Hiya mate.  Yeah it has been a while.  I have been distracted by other things as of late but should be back now  you ok?,positive
124319,@jazmine_kay hmmm might put up bettrpic ofme when i fix my camera  too many kodak moments/happy snaps! We should catch up sometime! XDDDD,negative
466737,Omg.. I bin up for lyk 2hrs nw jus blowing my nose!!!! My hayfever is at its worst...  not a gd strt 2 the day! Pray for me plz xx,negative
1351158,@LaceyJones You're going to break Ray Stefanelli's heart if you keep talking like that.  ,positive
779794,@mandajroberts old filling had failed so much drilling  and still a bit tender this morning. But one of those things you've got to do,negative
793655,@EddArmitage Awww  well thank you for your support!,negative
328365,@Hatz94 you dislike me? ,negative
428360,"@foxdavebriggs Um, I love the bulkhead -- don't change it! I'm only 5'4 and I too am uncomfortable ",negative
290860,"@joolzp1 not yet  i am still searching for a good pair on line to buy lol....i just hate spending money, i dont have that much lol",negative
630619,"@replicarter8022 Lucky, it was actually for where my Grandma lives, and some close friends and then the second warning was for me ",negative
1645,"@SukottoXD I saw ice in the rain today. Not quite snow, but frozen water, nonetheless. ",negative
157348,@Larissa_SG yes yes i have a few but they are blury  ahh he was soo cute! he said LECHUGA=lettuce he said fiesta too &lt;3 it was amazing! &gt;3,negative
352668,@RetroRewind Sorry for your loss Dave. ,negative
902692,@kerri_louise yeah. like that ,positive
956492,"finished 95% of maths assignment  and studied. woo, what a productive day. boring but, productive",positive
620973,Eyes hurt like hell ,negative
1228251,@gillian9 Or perhaps I've just started sleeping a lot later ,positive
882973,home from motor cross weird day BORING as but sore peoples ,positive
813616,@AlexAllTimeLow http://twitpic.com/3hwha - I saw you etching on the side and I had a feeling you were twittering ,positive
619296,Can I play piano on a bar totally naked??? I really don't want to go shopping ,negative
417443,Thats a sad song ,negative
1518651,"Done cooking and eating my early dinner! Italian spaghetti with fresh tomatoes, olives, and portobello mushrooms. ",positive
882378,@goian It is 11:00am exactly.  It is also a beautiful sunshining morning here ,positive
25176,@PoisonIvy69 wot u mean un young ,negative
472120,:s  wants to seee george or at least talk to him properly ,negative
960053,On the way to maddys housee. Tea party at the ritz  miss my girrrllssss a lot ,positive
1149357,Americas funniest home videos  a good way to end the day! ,positive
957670,Exeter to get Lily White then Boston for the day ,positive
1595540,@Meana_gena I actually did. I'm stoked. ,positive
1510855,So I was sick for about a week. I feel much better now! ,positive
1070085,Slipping in my first #followfriday (I think it is my first anyway)    Must follow @americanmajority  Because our cities matter most.,positive
1262751,"http://bit.ly/h7Gtc  The real meaning of twitter, a must read  WE are one.",positive
677511,is missing everyone back home so much ,negative
945337,@Julez_ THERE you are!!!!!!!!! welcome to twitter ,positive
82683,may not get to go to RAMP tomarrow if it's stormy ,negative
1389326,": after  a looong time, I was able to sleep like a baby. ",positive
1357963,Well time to watch @Wossy 's show. Looks like a good line up. ,positive
1370056,Posting a challenge on the 2peas GG blog.  http://bit.ly/tEo7f,positive
674947,How should I save a relationship where there is no future for it ,negative
1232839,@ibambi HAHAHA awww that is tooooo cute! And too true! Coz monkey loves bambi so much!! XxxOoo! ,positive
29461,@sew2dazzle Night night Mom.  Missed u bunches today ,negative
363067,So disappointed with the yearbook  everybody looks pink and its just plain crap! next year it is going to be so much better!!,negative
476824,Met Jb again like everyone got pictures with them except me ah  ,negative
1015923,@DavidArchie I heard you and Brooke were sitting right behind Jason Mraz at the Idol's Finale. so how was it? ,positive
219494,@keamia4 None  Nobody works except me on the weekends...but there was the massacred peach pie still on the counter...haha!,negative
1070397,havent updated in a minute. Dang home internet is down. Feeling like watching some Napolean Dynamite  &amp; eatin a dang quasadilla! haha,positive
1095338,&quot;Our sweetest songs are those that tell of the saddest thought&quot; To A Skylark- Percy Bysshe Shelley. Reminds me of Taylor Swift ,positive
1027283,@WOnet very cool!  tell your dad happy birthday from the smiling chicago bald man! ,positive
1541057,@ddlovato WAT IS IT TELL ME TELL ME!!  ,positive
1065235,"And she said out of all the people who have tried to help them, I'm definitely the best.    Its always nice to get a compliment",positive
402727,@duece_toofly  my dare is poppin!! ask @brownsugakisses and @nadege21 !!! help me out girls! lol,negative
283839,Pissed @ Ulric because he's leaving Friday! ,negative
65067,first time i try to tweet in like a week and i get the fail whale. ,negative
407484,"I'm really sad about Toby. I can't imagine life without his happy, gentle soul. ",negative
945565,@cameronhellmuth hey cutie follow me ,positive
1555437,It's bachelorette time baybay  highlight of Monday night,positive
741137,I'm experiencing 1 of the most lonliest days of this year and my life..   I miss my dad so much. oh well i spend time with some1 else dad,negative
87680,Off to work...on a Sunday morning ,negative
987458,@_MsSwift_ thanks for following me ,positive
1584648,@zarasufian i miss u too babe!u still using ur maxis number?i'll be changing to DG later ths wk.but same no ,positive
1015579,The sun is beginning to illuminate the sky and I can see things again. This is my favorite time of day.  ,positive
1347141,just got back from the gym with Ryan. We decided to run instead of drive there. Kinda fun ,positive
446696,I have hiccuupppss ,negative
622309,@etoileenleciel wtf :| It let me ,negative
1038543,Twt @dijibeatnetwork: Thanks!!! ,positive
1106775,@worlddistances Similar to the Waterford - Rosslare route  interesting knowledge. how did u come to the idea of such info-tweet?,positive
1583813,"@stijnme Miss me, do ya? ",positive
678954,"Zetus lupetus, my tummy hurts. Lactose Intolerant, and i keep eating cereal. Bad idea  I cannot fall asleep.",negative
1485719,Cant see lb tonight im to tired... Lookin forward to tuesday night ))) they will Kick Ass in hh ,positive
1022976,@mikesansone What took you so long?!  http://tinyurl.com/ezzgy,positive
556233,"i hope all of my fellow iranians find peace, and if you cant then flee the country.. if you can flee  ......#iranelection i &lt;3 you tehran!",negative
1372770,At the opera - in AT&amp;T park with a beer! Now this is the right way to see Tosca ,positive
386898,@AmandaMcThenia jealous! ,negative
826655,alright nanny... and alright emies i will beg mum to buy it for me.. if its the last thing i do ,positive
363618,So ... I know i'm tweeting a lot.  But that cat just killed a squirrel   I'm sad now.  Only not because jessica is on ellen now.,negative
240125,@que_day26 I cant c I'm on my fone  how many puppies she have?,negative
713573,...alles is doof.  â¥,negative
95902,@saurik How is Cydia 3.0 coming along by the way? The 3.0 betas are lonely without it ,negative
61699,Had a blast last night got in 5:30am and my fone is  already ringing..... ,negative
484402,"@OfficialRihanna Why Are you Annoyed with me,according to your facebook profile  Please reply back.",negative
1241664,@eschaefer Totally! Can't arrive fast enough!  Splinter Cell Conviction looked quite amazing and advanced as well.,positive
1169457,hahaha! had the best day too ,positive
877865,"@StDAY Haha, that's fine. I was only giving you crap. Thank you though.  ",positive
33477,well that me just dropped the hubby and dog off at train station they heading to chester to do some filming..all alone ,negative
628363,"Jogging, isnt REALLY that cool, especially if you've got a fever ",negative
1549681,Haha I gotta get higher than @sjinjin on my english provincials ,positive
838937,"@petewentz make me up a horoscope, please ",positive
598049,@KHAOSDARAPPER yeah got there at 230 closed at 3. Home alone now...all alone ,negative
672713,"sickk night!! ice coffee= yum!!! but im like allergic to the sum and i look disgusting, i also have 8 blisters on my left foot. ouch ",negative
839958,Is glad that today is over ,positive
614966,Yeah right! The Lens I want (Canon EF 14mm L II USM) costs more than 2.000$. I'm feeling dizzy now and disillusioned ,negative
983437,i dont care about anything today  work will be fun. .,positive
971723,It's been a pretty darn good day.  ,positive
1364036,@crusaderz4life We just dont give a rats Kev..best way to be n'all  ,positive
681249,@clarencedesu didn't manage to stop by  sorry bout it. You going with Edwin they all tonight?,negative
912404,May 10 is Human Kindness Day.  ,positive
766727,@emmaleeks i was filling up my hottie with the boiling water zip thing &amp; there was a spider &amp; i dropped the hottie &amp; it went on my hand ,negative
378448,just blah..im guna end up goin to bed mad ,negative
550191,2day last day! RIP Radj. Going to work right. Dont feel like it. ,negative
1444102,"@tachyonpython oh hey, me too. ",positive
1596577,Watching simpson in history lol ,positive
246696,oh. oh. well. that is ... that is not good ,negative
258348,desktop is dead  now what am i supposed to get. I'm thinking a laptop.,negative
1098211,"going to sleeep, tonite was a trip. loving dalestar tho  HAHA. getting up @ 6, fml. fishing tournament ! bouta own these suckaaas. (; LMAO",positive
994914,in history class with chelsea ,positive
100027,I feel so sick. Off to school. ,negative
1119342,@loritodd your topic could be iPhone app design ,positive
739298,@NineAces  your picture is blank   It was hot riding but it always feels good.  You live in a very central location for biking.  Lucky.,negative
768434,@HSBSuzanne Never mind. Twitter shortens it automatically. ,negative
994098,@PinkTarget Hey! Just got this. @BigMMike tells me that JT is considering Twitter. Seriously? After all the grief he gives us about it? ,positive
282196,hates bryan ,negative
1208789,"don't be a b!tch, it makes you very unattractive. ",positive
1478850,"What a splendid weekend! Tweetup, Bloggers' Party, Shopping, Riding in the rain, @nimmo, Wonderful breakfast, and best weather ",positive
1310978,"@HeyDaveJ I understand, you are a good brother... I should get to bed myself talk to you soon friend ",positive
649631,first attempt in making roti jala ===&gt; FAILED BIG TIME! It became an american roti jala i.e. pancake. ,negative
585628,Hope atleast this week i should post a stuff in my blog.Twitter hijacks all my time ,negative
1058934,finished reading eclipse  omg sunburnt. kerrie hit jean  ,positive
543298,"Each time i saw a group of bikers, i remember how much he would love to be on it ",negative
1087958," I'm real happy, things are good",positive
708092,Bwaah!Cold!This sweater isn't really helping ,negative
1536678,"haha i'm watching nickjuniorxD i'm learning how to say words in chinese, i just learned how to say: hello, my name is esme, and i'm happy ",positive
1098394,"@fionajc3 Not a lot of time for adventures these days, but if we're going anywhere, that's the blog where I'll post it ",positive
378442,"Saw awesome magic, sister  got Barry's glove and I'm going again tonight! I still feel ill ",negative
1451524,@TheSUPERGIRL so what time is it now there? about 12am? and what are ya doing with all that seaweeds?  oh and i found some nice drink,positive
11103,Suppose to be going out tonight but feel ill so it's Family guy marathon on bbc3 later and CDWM now. Rock and roll ,negative
1188212,"@Drevilll razia's shadow, the latest album from forgive durden and the reason I'm in California ",positive
831498,ohh thats heaps good. Ps Julie is AMAZZZZING! oiii!!! im moving to ENGLAND next year!! ,positive
739722,I'm so worried about Iran... ,negative
757662,@stephanieblake Reasoning with any child is not good.  But we still do it sometimes.,negative
1129974,tomorrow is my bday ,positive
1222963,@bigbuck2009 I haven't even seen most of them...maybe that's why I'm not into it so much ,positive
1557371,I passed all of my exams  just gotta hear back about the PhD!!,positive
1148226,"@andrewgould Lol! Nah, the shirt I wear for work I usually have it up there, it holds in there nicely I've found ",positive
157453,"So, if I take the battery out, put it back in and set the backlight to 3 minutes, then I get 3 minutes of use out of the phone. Joy. ",negative
1401999,Im stronger than you ever thought I am ,positive
